Time [s], Analyzer Name, Decoded Protocol Result
0.091636624000000,I2C,0x10 + ACK
0.091756624000000,I2C,Setup Write to [0x36] + ACK
0.091846620000000,I2C,0x32 + ACK
0.091936620000000,I2C,0x12 + ACK
0.092026620000000,I2C,0xA0 + ACK
0.188951260000000,I2C,Setup Write to [0x36] + ACK
0.189041256000000,I2C,0x35 + ACK
0.189131256000000,I2C,0x0A + ACK
0.189221256000000,I2C,0x00 + ACK
0.189341256000000,I2C,Setup Write to [0x36] + ACK
0.189431256000000,I2C,0x35 + ACK
0.189521256000000,I2C,0x0B + ACK
0.189611256000000,I2C,0x13 + ACK
0.189741256000000,I2C,Setup Write to [0x36] + ACK
0.189831256000000,I2C,0x32 + ACK
0.189921252000000,I2C,0x12 + ACK
0.190011252000000,I2C,0x00 + ACK
0.190131256000000,I2C,Setup Write to [0x36] + ACK
0.190221252000000,I2C,0x35 + ACK
0.190311252000000,I2C,0x00 + ACK
0.190401252000000,I2C,0x00 + ACK
0.190521252000000,I2C,Setup Write to [0x36] + ACK
0.190611252000000,I2C,0x35 + ACK
0.190701252000000,I2C,0x01 + ACK
0.190791252000000,I2C,0x45 + ACK
0.190911252000000,I2C,Setup Write to [0x36] + ACK
0.191001248000000,I2C,0x35 + ACK
0.191091248000000,I2C,0x02 + ACK
0.191181248000000,I2C,0xB0 + ACK
0.191301248000000,I2C,Setup Write to [0x36] + ACK
0.191391248000000,I2C,0x32 + ACK
0.191481248000000,I2C,0x12 + ACK
0.191571248000000,I2C,0x10 + ACK
0.191691248000000,I2C,Setup Write to [0x36] + ACK
0.191781248000000,I2C,0x32 + ACK
0.191871248000000,I2C,0x12 + ACK
0.191961244000000,I2C,0xA0 + ACK
0.255576008000000,I2C,Setup Write to [0x36] + ACK
0.255666008000000,I2C,0x35 + ACK
0.255756008000000,I2C,0x0A + ACK
0.255846004000000,I2C,0x00 + ACK
0.255966008000000,I2C,Setup Write to [0x36] + ACK
0.256056004000000,I2C,0x35 + ACK
0.256146004000000,I2C,0x0B + ACK
0.256236004000000,I2C,0x13 + ACK
0.256366004000000,I2C,Setup Write to [0x36] + ACK
0.256456004000000,I2C,0x32 + ACK
0.256546004000000,I2C,0x12 + ACK
0.256636004000000,I2C,0x00 + ACK
0.256756004000000,I2C,Setup Write to [0x36] + ACK
0.256846000000000,I2C,0x35 + ACK
0.256936000000000,I2C,0x00 + ACK
0.257026000000000,I2C,0x00 + ACK
0.257146004000000,I2C,Setup Write to [0x36] + ACK
0.257236000000000,I2C,0x35 + ACK
0.257326000000000,I2C,0x01 + ACK
0.257416000000000,I2C,0x45 + ACK
0.257536000000000,I2C,Setup Write to [0x36] + ACK
0.257626000000000,I2C,0x35 + ACK
0.257716000000000,I2C,0x02 + ACK
0.257805996000000,I2C,0xB0 + ACK
0.257926000000000,I2C,Setup Write to [0x36] + ACK
0.258016000000000,I2C,0x32 + ACK
0.258105996000000,I2C,0x12 + ACK
0.258195996000000,I2C,0x10 + ACK
0.258316000000000,I2C,Setup Write to [0x36] + ACK
0.258405996000000,I2C,0x32 + ACK
0.258495996000000,I2C,0x12 + ACK
0.258585996000000,I2C,0xA0 + ACK
0.322200756000000,I2C,Setup Write to [0x36] + ACK
0.322290756000000,I2C,0x35 + ACK
0.322380756000000,I2C,0x0A + ACK
0.322470756000000,I2C,0x00 + ACK
0.322590756000000,I2C,Setup Write to [0x36] + ACK
0.322680756000000,I2C,0x35 + ACK
0.322770756000000,I2C,0x0B + ACK
0.322860752000000,I2C,0x17 + ACK
0.322990756000000,I2C,Setup Write to [0x36] + ACK
0.323080752000000,I2C,0x32 + ACK
0.323170752000000,I2C,0x12 + ACK
0.323260752000000,I2C,0x00 + ACK
0.323385752000000,I2C,Setup Write to [0x36] + ACK
0.323475752000000,I2C,0x35 + ACK
0.323565752000000,I2C,0x00 + ACK
0.323655752000000,I2C,0x00 + ACK
0.323775752000000,I2C,Setup Write to [0x36] + ACK
0.323865752000000,I2C,0x35 + ACK
0.323955748000000,I2C,0x01 + ACK
0.324045748000000,I2C,0x45 + ACK
0.324165752000000,I2C,Setup Write to [0x36] + ACK
0.324255748000000,I2C,0x35 + ACK
0.324345748000000,I2C,0x02 + ACK
0.324435748000000,I2C,0xB0 + ACK
0.324555748000000,I2C,Setup Write to [0x36] + ACK
0.324645748000000,I2C,0x32 + ACK
0.324735748000000,I2C,0x12 + ACK
0.324825748000000,I2C,0x10 + ACK
0.324945748000000,I2C,Setup Write to [0x36] + ACK
0.325035744000000,I2C,0x32 + ACK
0.325125748000000,I2C,0x12 + ACK
0.325215744000000,I2C,0xA0 + ACK
0.388820508000000,I2C,Setup Write to [0x36] + ACK
0.388910504000000,I2C,0x35 + ACK
0.389000504000000,I2C,0x0A + ACK
0.389090504000000,I2C,0x00 + ACK
0.389210504000000,I2C,Setup Write to [0x36] + ACK
0.389300504000000,I2C,0x35 + ACK
0.389390504000000,I2C,0x0B + ACK
0.389480504000000,I2C,0x18 + ACK
0.389610504000000,I2C,Setup Write to [0x36] + ACK
0.389700500000000,I2C,0x32 + ACK
0.389790504000000,I2C,0x12 + ACK
0.389880504000000,I2C,0x00 + ACK
0.390000500000000,I2C,Setup Write to [0x36] + ACK
0.390090500000000,I2C,0x38 + ACK
0.390180500000000,I2C,0x0E + ACK
0.390270500000000,I2C,0x04 + ACK
0.390360500000000,I2C,0xF8 + ACK
0.390480500000000,I2C,Setup Write to [0x36] + ACK
0.390570500000000,I2C,0x35 + ACK
0.390660500000000,I2C,0x00 + ACK
0.390750496000000,I2C,0x00 + ACK
0.390870500000000,I2C,Setup Write to [0x36] + ACK
0.390960496000000,I2C,0x35 + ACK
0.391050496000000,I2C,0x01 + ACK
0.391140496000000,I2C,0x4F + ACK
0.391260500000000,I2C,Setup Write to [0x36] + ACK
0.391350496000000,I2C,0x35 + ACK
0.391440496000000,I2C,0x02 + ACK
0.391530496000000,I2C,0x20 + ACK
0.391650496000000,I2C,Setup Write to [0x36] + ACK
0.391740496000000,I2C,0x32 + ACK
0.391830496000000,I2C,0x12 + ACK
0.391920496000000,I2C,0x10 + ACK
0.392040496000000,I2C,Setup Write to [0x36] + ACK
0.392130492000000,I2C,0x32 + ACK
0.392220492000000,I2C,0x12 + ACK
0.392310492000000,I2C,0xA0 + ACK
0.459770240000000,I2C,Setup Write to [0x36] + ACK
0.459860240000000,I2C,0x35 + ACK
0.459950240000000,I2C,0x0A + ACK
0.460040236000000,I2C,0x00 + ACK
0.460160240000000,I2C,Setup Write to [0x36] + ACK
0.460250236000000,I2C,0x35 + ACK
0.460340236000000,I2C,0x0B + ACK
0.460430236000000,I2C,0x19 + ACK
0.460560236000000,I2C,Setup Write to [0x36] + ACK
0.460650236000000,I2C,0x32 + ACK
0.460740236000000,I2C,0x12 + ACK
0.460830236000000,I2C,0x00 + ACK
0.460955236000000,I2C,Setup Write to [0x36] + ACK
0.461045236000000,I2C,0x38 + ACK
0.461135232000000,I2C,0x0E + ACK
0.461225232000000,I2C,0x05 + ACK
0.461315232000000,I2C,0x4E + ACK
0.461435232000000,I2C,Setup Write to [0x36] + ACK
0.461525232000000,I2C,0x35 + ACK
0.461615232000000,I2C,0x00 + ACK
0.461705232000000,I2C,0x00 + ACK
0.461825232000000,I2C,Setup Write to [0x36] + ACK
0.461915232000000,I2C,0x35 + ACK
0.462005232000000,I2C,0x01 + ACK
0.462095232000000,I2C,0x54 + ACK
0.462215232000000,I2C,Setup Write to [0x36] + ACK
0.462305228000000,I2C,0x35 + ACK
0.462395228000000,I2C,0x02 + ACK
0.462485228000000,I2C,0x80 + ACK
0.462605228000000,I2C,Setup Write to [0x36] + ACK
0.462695228000000,I2C,0x32 + ACK
0.462785228000000,I2C,0x12 + ACK
0.462875228000000,I2C,0x10 + ACK
0.462995228000000,I2C,Setup Write to [0x36] + ACK
0.463085228000000,I2C,0x32 + ACK
0.463175224000000,I2C,0x12 + ACK
0.463265224000000,I2C,0xA0 + ACK
0.537574944000000,I2C,Setup Write to [0x36] + ACK
0.537664944000000,I2C,0x35 + ACK
0.537754944000000,I2C,0x0A + ACK
0.537844944000000,I2C,0x00 + ACK
0.537964944000000,I2C,Setup Write to [0x36] + ACK
0.538054944000000,I2C,0x35 + ACK
0.538144944000000,I2C,0x0B + ACK
0.538234944000000,I2C,0x1B + ACK
0.538364944000000,I2C,Setup Write to [0x36] + ACK
0.538454940000000,I2C,0x32 + ACK
0.538544940000000,I2C,0x12 + ACK
0.538634940000000,I2C,0x00 + ACK
0.538754944000000,I2C,Setup Write to [0x36] + ACK
0.538844940000000,I2C,0x38 + ACK
0.538934940000000,I2C,0x0E + ACK
0.539024940000000,I2C,0x05 + ACK
0.539114940000000,I2C,0x4E + ACK
0.539234940000000,I2C,Setup Write to [0x36] + ACK
0.539324940000000,I2C,0x35 + ACK
0.539414940000000,I2C,0x00 + ACK
0.539504940000000,I2C,0x00 + ACK
0.539624940000000,I2C,Setup Write to [0x36] + ACK
0.539714936000000,I2C,0x35 + ACK
0.539804936000000,I2C,0x01 + ACK
0.539894936000000,I2C,0x54 + ACK
0.540014936000000,I2C,Setup Write to [0x36] + ACK
0.540104936000000,I2C,0x35 + ACK
0.540194936000000,I2C,0x02 + ACK
0.540284932000000,I2C,0x80 + ACK
0.540404936000000,I2C,Setup Write to [0x36] + ACK
0.540494936000000,I2C,0x32 + ACK
0.540584932000000,I2C,0x12 + ACK
0.540674936000000,I2C,0x10 + ACK
0.540794936000000,I2C,Setup Write to [0x36] + ACK
0.540884932000000,I2C,0x32 + ACK
0.540974932000000,I2C,0x12 + ACK
0.541064932000000,I2C,0xA0 + ACK
0.577749796000000,I2C,Setup Write to [0x36] + ACK
0.577839792000000,I2C,0x35 + ACK
0.577929792000000,I2C,0x0A + ACK
0.578019792000000,I2C,0x00 + ACK
0.578139792000000,I2C,Setup Write to [0x36] + ACK
0.578229792000000,I2C,0x35 + ACK
0.578319792000000,I2C,0x0B + ACK
0.578409792000000,I2C,0x1D + ACK
0.578539792000000,I2C,Setup Write to [0x36] + ACK
0.578629788000000,I2C,0x32 + ACK
0.578719792000000,I2C,0x12 + ACK
0.578809792000000,I2C,0x00 + ACK
0.578929792000000,I2C,Setup Write to [0x36] + ACK
0.579019788000000,I2C,0x38 + ACK
0.579109788000000,I2C,0x0E + ACK
0.579199788000000,I2C,0x05 + ACK
0.579289788000000,I2C,0x4E + ACK
0.579409788000000,I2C,Setup Write to [0x36] + ACK
0.579499788000000,I2C,0x35 + ACK
0.579589788000000,I2C,0x00 + ACK
0.579679788000000,I2C,0x00 + ACK
0.579799788000000,I2C,Setup Write to [0x36] + ACK
0.579889784000000,I2C,0x35 + ACK
0.579979784000000,I2C,0x01 + ACK
0.580069784000000,I2C,0x54 + ACK
0.580189788000000,I2C,Setup Write to [0x36] + ACK
0.580279784000000,I2C,0x35 + ACK
0.580369784000000,I2C,0x02 + ACK
0.580459784000000,I2C,0x80 + ACK
0.580579784000000,I2C,Setup Write to [0x36] + ACK
0.580669784000000,I2C,0x32 + ACK
0.580759784000000,I2C,0x12 + ACK
0.580849784000000,I2C,0x10 + ACK
0.580969784000000,I2C,Setup Write to [0x36] + ACK
0.581059780000000,I2C,0x32 + ACK
0.581149780000000,I2C,0x12 + ACK
0.581239780000000,I2C,0xA0 + ACK
0.738434188000000,I2C,Setup Write to [0x36] + ACK
0.738524188000000,I2C,0x35 + ACK
0.738614188000000,I2C,0x0A + ACK
0.738704188000000,I2C,0x00 + ACK
0.738824188000000,I2C,Setup Write to [0x36] + ACK
0.738914184000000,I2C,0x35 + ACK
0.739004184000000,I2C,0x0B + ACK
0.739094184000000,I2C,0x1A + ACK
0.739224184000000,I2C,Setup Write to [0x36] + ACK
0.739314184000000,I2C,0x32 + ACK
0.739404184000000,I2C,0x12 + ACK
0.739494184000000,I2C,0x00 + ACK
0.739614184000000,I2C,Setup Write to [0x36] + ACK
0.739704184000000,I2C,0x38 + ACK
0.739794180000000,I2C,0x0E + ACK
0.739884180000000,I2C,0x05 + ACK
0.739974180000000,I2C,0x4E + ACK
0.740094184000000,I2C,Setup Write to [0x36] + ACK
0.740184180000000,I2C,0x35 + ACK
0.740274180000000,I2C,0x00 + ACK
0.740364180000000,I2C,0x00 + ACK
0.740484184000000,I2C,Setup Write to [0x36] + ACK
0.740574176000000,I2C,0x35 + ACK
0.740664180000000,I2C,0x01 + ACK
0.740754180000000,I2C,0x54 + ACK
0.740874180000000,I2C,Setup Write to [0x36] + ACK
0.740964176000000,I2C,0x35 + ACK
0.741054176000000,I2C,0x02 + ACK
0.741144176000000,I2C,0x80 + ACK
0.741264180000000,I2C,Setup Write to [0x36] + ACK
0.741354176000000,I2C,0x32 + ACK
0.741444176000000,I2C,0x12 + ACK
0.741534176000000,I2C,0x10 + ACK
0.741654176000000,I2C,Setup Write to [0x36] + ACK
0.741744176000000,I2C,0x32 + ACK
0.741834172000000,I2C,0x12 + ACK
0.741924172000000,I2C,0xA0 + ACK
0.818803884000000,I2C,Setup Write to [0x36] + ACK
0.818893884000000,I2C,0x35 + ACK
0.818983884000000,I2C,0x0A + ACK
0.819073884000000,I2C,0x00 + ACK
0.819193884000000,I2C,Setup Write to [0x36] + ACK
0.819283880000000,I2C,0x35 + ACK
0.819373880000000,I2C,0x0B + ACK
0.819463880000000,I2C,0x18 + ACK
0.819593880000000,I2C,Setup Write to [0x36] + ACK
0.819683880000000,I2C,0x32 + ACK
0.819773880000000,I2C,0x12 + ACK
0.819863880000000,I2C,0x00 + ACK
0.819983880000000,I2C,Setup Write to [0x36] + ACK
0.820073880000000,I2C,0x38 + ACK
0.820163880000000,I2C,0x0E + ACK
0.820253876000000,I2C,0x05 + ACK
0.820343876000000,I2C,0x1A + ACK
0.820463880000000,I2C,Setup Write to [0x36] + ACK
0.820553876000000,I2C,0x35 + ACK
0.820643876000000,I2C,0x00 + ACK
0.820733876000000,I2C,0x00 + ACK
0.820853876000000,I2C,Setup Write to [0x36] + ACK
0.820943876000000,I2C,0x35 + ACK
0.821033876000000,I2C,0x01 + ACK
0.821123876000000,I2C,0x51 + ACK
0.821243876000000,I2C,Setup Write to [0x36] + ACK
0.821333872000000,I2C,0x35 + ACK
0.821423872000000,I2C,0x02 + ACK
0.821513872000000,I2C,0x40 + ACK
0.821633872000000,I2C,Setup Write to [0x36] + ACK
0.821723872000000,I2C,0x32 + ACK
0.821813872000000,I2C,0x12 + ACK
0.821903872000000,I2C,0x10 + ACK
0.822023872000000,I2C,Setup Write to [0x36] + ACK
0.822113872000000,I2C,0x32 + ACK
0.822203872000000,I2C,0x12 + ACK
0.822293868000000,I2C,0xA0 + ACK
0.936233440000000,I2C,Setup Write to [0x36] + ACK
0.936323436000000,I2C,0x35 + ACK
0.936413440000000,I2C,0x0A + ACK
0.936503436000000,I2C,0x00 + ACK
0.936623440000000,I2C,Setup Write to [0x36] + ACK
0.936713436000000,I2C,0x35 + ACK
0.936803436000000,I2C,0x0B + ACK
0.936893436000000,I2C,0x18 + ACK
0.937018436000000,I2C,Setup Write to [0x36] + ACK
0.937108436000000,I2C,0x32 + ACK
0.937198436000000,I2C,0x12 + ACK
0.937288436000000,I2C,0x00 + ACK
0.937408436000000,I2C,Setup Write to [0x36] + ACK
0.937498432000000,I2C,0x38 + ACK
0.937588432000000,I2C,0x0E + ACK
0.937678432000000,I2C,0x04 + ACK
0.937768432000000,I2C,0xB5 + ACK
0.937888436000000,I2C,Setup Write to [0x36] + ACK
0.937978432000000,I2C,0x35 + ACK
0.938068432000000,I2C,0x00 + ACK
0.938158432000000,I2C,0x00 + ACK
0.938278432000000,I2C,Setup Write to [0x36] + ACK
0.938368428000000,I2C,0x35 + ACK
0.938458432000000,I2C,0x01 + ACK
0.938548432000000,I2C,0x4A + ACK
0.938668432000000,I2C,Setup Write to [0x36] + ACK
0.938758428000000,I2C,0x35 + ACK
0.938848428000000,I2C,0x02 + ACK
0.938938428000000,I2C,0xF0 + ACK
0.939058428000000,I2C,Setup Write to [0x36] + ACK
0.939148428000000,I2C,0x32 + ACK
0.939238428000000,I2C,0x12 + ACK
0.939328428000000,I2C,0x10 + ACK
0.939448428000000,I2C,Setup Write to [0x36] + ACK
0.939538428000000,I2C,0x32 + ACK
0.939628428000000,I2C,0x12 + ACK
0.939718424000000,I2C,0xA0 + ACK
0.974868296000000,I2C,Setup Write to [0x36] + ACK
0.974958292000000,I2C,0x35 + ACK
0.975048292000000,I2C,0x0A + ACK
0.975138292000000,I2C,0x00 + ACK
0.975258292000000,I2C,Setup Write to [0x36] + ACK
0.975348292000000,I2C,0x35 + ACK
0.975438292000000,I2C,0x0B + ACK
0.975528292000000,I2C,0x18 + ACK
0.975653292000000,I2C,Setup Write to [0x36] + ACK
0.975743288000000,I2C,0x32 + ACK
0.975833288000000,I2C,0x12 + ACK
0.975923288000000,I2C,0x00 + ACK
0.976043288000000,I2C,Setup Write to [0x36] + ACK
0.976133288000000,I2C,0x38 + ACK
0.976223288000000,I2C,0x0E + ACK
0.976313288000000,I2C,0x04 + ACK
0.976403288000000,I2C,0x7A + ACK
0.976523288000000,I2C,Setup Write to [0x36] + ACK
0.976613284000000,I2C,0x35 + ACK
0.976703284000000,I2C,0x00 + ACK
0.976793284000000,I2C,0x00 + ACK
0.976913288000000,I2C,Setup Write to [0x36] + ACK
0.977003284000000,I2C,0x35 + ACK
0.977093284000000,I2C,0x01 + ACK
0.977183284000000,I2C,0x47 + ACK
0.977303284000000,I2C,Setup Write to [0x36] + ACK
0.977393284000000,I2C,0x35 + ACK
0.977483284000000,I2C,0x02 + ACK
0.977573284000000,I2C,0x40 + ACK
0.977693284000000,I2C,Setup Write to [0x36] + ACK
0.977783284000000,I2C,0x32 + ACK
0.977873280000000,I2C,0x12 + ACK
0.977963280000000,I2C,0x10 + ACK
0.978083284000000,I2C,Setup Write to [0x36] + ACK
0.978173280000000,I2C,0x32 + ACK
0.978263280000000,I2C,0x12 + ACK
0.978353280000000,I2C,0xA0 + ACK
1.146122644000000,I2C,Setup Write to [0x36] + ACK
1.146212644000000,I2C,0x35 + ACK
1.146302644000000,I2C,0x0A + ACK
1.146392644000000,I2C,0x00 + ACK
1.146512644000000,I2C,Setup Write to [0x36] + ACK
1.146602640000000,I2C,0x35 + ACK
1.146692640000000,I2C,0x0B + ACK
1.146782640000000,I2C,0x18 + ACK
1.146912644000000,I2C,Setup Write to [0x36] + ACK
1.147002640000000,I2C,0x32 + ACK
1.147092640000000,I2C,0x12 + ACK
1.147182640000000,I2C,0x00 + ACK
1.147302640000000,I2C,Setup Write to [0x36] + ACK
1.147392640000000,I2C,0x38 + ACK
1.147482640000000,I2C,0x0E + ACK
1.147572640000000,I2C,0x04 + ACK
1.147662636000000,I2C,0x98 + ACK
1.147797640000000,I2C,Setup Write to [0x36] + ACK
1.147887636000000,I2C,0x35 + ACK
1.147977636000000,I2C,0x00 + ACK
1.148067636000000,I2C,0x00 + ACK
1.148187636000000,I2C,Setup Write to [0x36] + ACK
1.148277636000000,I2C,0x35 + ACK
1.148367636000000,I2C,0x01 + ACK
1.148457636000000,I2C,0x49 + ACK
1.148577636000000,I2C,Setup Write to [0x36] + ACK
1.148667636000000,I2C,0x35 + ACK
1.148757632000000,I2C,0x02 + ACK
1.148847636000000,I2C,0x20 + ACK
1.148967636000000,I2C,Setup Write to [0x36] + ACK
1.149057632000000,I2C,0x32 + ACK
1.149147632000000,I2C,0x12 + ACK
1.149237632000000,I2C,0x10 + ACK
1.149357632000000,I2C,Setup Write to [0x36] + ACK
1.149447632000000,I2C,0x32 + ACK
1.149537632000000,I2C,0x12 + ACK
1.149627628000000,I2C,0xA0 + ACK
1.214812384000000,I2C,Setup Write to [0x36] + ACK
1.214902384000000,I2C,0x35 + ACK
1.214992384000000,I2C,0x0A + ACK
1.215082384000000,I2C,0x00 + ACK
1.215202384000000,I2C,Setup Write to [0x36] + ACK
1.215292380000000,I2C,0x35 + ACK
1.215382380000000,I2C,0x0B + ACK
1.215472380000000,I2C,0x18 + ACK
1.215597380000000,I2C,Setup Write to [0x36] + ACK
1.215687380000000,I2C,0x32 + ACK
1.215777380000000,I2C,0x12 + ACK
1.215867380000000,I2C,0x00 + ACK
1.215987380000000,I2C,Setup Write to [0x36] + ACK
1.216077380000000,I2C,0x38 + ACK
1.216167380000000,I2C,0x0E + ACK
1.216257380000000,I2C,0x04 + ACK
1.216347376000000,I2C,0xC4 + ACK
1.216467380000000,I2C,Setup Write to [0x36] + ACK
1.216557376000000,I2C,0x35 + ACK
1.216647376000000,I2C,0x00 + ACK
1.216737376000000,I2C,0x00 + ACK
1.216857376000000,I2C,Setup Write to [0x36] + ACK
1.216947376000000,I2C,0x35 + ACK
1.217037376000000,I2C,0x01 + ACK
1.217127376000000,I2C,0x4B + ACK
1.217247376000000,I2C,Setup Write to [0x36] + ACK
1.217337372000000,I2C,0x35 + ACK
1.217427372000000,I2C,0x02 + ACK
1.217517372000000,I2C,0xE0 + ACK
1.217637376000000,I2C,Setup Write to [0x36] + ACK
1.217727372000000,I2C,0x32 + ACK
1.217817372000000,I2C,0x12 + ACK
1.217907372000000,I2C,0x10 + ACK
1.218027372000000,I2C,Setup Write to [0x36] + ACK
1.218117372000000,I2C,0x32 + ACK
1.218207372000000,I2C,0x12 + ACK
1.218297372000000,I2C,0xA0 + ACK
1.285707116000000,I2C,Setup Write to [0x36] + ACK
1.285797116000000,I2C,0x35 + ACK
1.285887116000000,I2C,0x0A + ACK
1.285977112000000,I2C,0x00 + ACK
1.286097116000000,I2C,Setup Write to [0x36] + ACK
1.286187112000000,I2C,0x35 + ACK
1.286277112000000,I2C,0x0B + ACK
1.286367112000000,I2C,0x18 + ACK
1.286497112000000,I2C,Setup Write to [0x36] + ACK
1.286587112000000,I2C,0x32 + ACK
1.286677112000000,I2C,0x12 + ACK
1.286767112000000,I2C,0x00 + ACK
1.286887112000000,I2C,Setup Write to [0x36] + ACK
1.286977108000000,I2C,0x38 + ACK
1.287067108000000,I2C,0x0E + ACK
1.287157108000000,I2C,0x04 + ACK
1.287247108000000,I2C,0xE9 + ACK
1.287367112000000,I2C,Setup Write to [0x36] + ACK
1.287457108000000,I2C,0x35 + ACK
1.287547108000000,I2C,0x00 + ACK
1.287637108000000,I2C,0x00 + ACK
1.287757108000000,I2C,Setup Write to [0x36] + ACK
1.287847108000000,I2C,0x35 + ACK
1.287937108000000,I2C,0x01 + ACK
1.288027108000000,I2C,0x4E + ACK
1.288147108000000,I2C,Setup Write to [0x36] + ACK
1.288237104000000,I2C,0x35 + ACK
1.288327104000000,I2C,0x02 + ACK
1.288417104000000,I2C,0x30 + ACK
1.288537104000000,I2C,Setup Write to [0x36] + ACK
1.288627104000000,I2C,0x32 + ACK
1.288717104000000,I2C,0x12 + ACK
1.288807104000000,I2C,0x10 + ACK
1.288927104000000,I2C,Setup Write to [0x36] + ACK
1.289017104000000,I2C,0x32 + ACK
1.289107100000000,I2C,0x12 + ACK
1.289197100000000,I2C,0xA0 + ACK
